2020-05-02 00:03:46,486 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@5f341870: startup date [Sat May 02 00:03:46 CEST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-05-02 00:03:47,794 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Alex\Desktop\apache-activemq-5.15.12\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:03:48,026 | INFO  | PListStore:[C:\Users\Alex\Desktop\apache-activemq-5.15.12\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-05-02 00:03:48,250 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62571-1588370628026-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:03:48,286 | INFO  | Listening for connections at: tcp://DESKTOP-4K7HNL3:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:03:48,286 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:03:48,305 | INFO  | Listening for connections at: amqp://DESKTOP-4K7HNL3:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:03:48,305 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:03:48,324 | INFO  | Listening for connections at: stomp://DESKTOP-4K7HNL3:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:03:48,324 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:03:48,324 | INFO  | Listening for connections at: mqtt://DESKTOP-4K7HNL3:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:03:48,342 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:03:48,342 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2020-05-02 00:03:48,609 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2020-05-02 00:03:48,817 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@19835e64{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-05-02 00:03:48,912 | INFO  | Listening for connections at ws://DESKTOP-4K7HNL3:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-05-02 00:03:48,912 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:03:48,912 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62571-1588370628026-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:03:48,912 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:03:48,912 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\Alex\Desktop\apache-activemq-5.15.12\bin\..\data\kahadb only has 80444 mb of usable space. - resetting to maximum available disk space: 80444 mb | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:03:49,975 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-05-02 00:03:49,975 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-05-02 00:05:27,518 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62571-1588370628026-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-21
2020-05-02 00:05:27,524 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:05:27,527 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:05:27,531 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:05:27,535 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:05:27,548 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:05:27,551 | INFO  | PListStore:[C:\Users\Alex\Desktop\apache-activemq-5.15.12\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-21
2020-05-02 00:05:27,553 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-21
2020-05-02 00:05:27,554 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-21
2020-05-02 00:05:27,556 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-21
2020-05-02 00:05:27,570 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62571-1588370628026-0:1) uptime 1 minute | org.apache.activemq.broker.BrokerService | Thread-21
2020-05-02 00:05:27,572 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62571-1588370628026-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-21
2020-05-02 00:05:27,574 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@5f341870: startup date [Sat May 02 00:03:46 CEST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-21
2020-05-02 00:05:43,204 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@5f341870: startup date [Sat May 02 00:05:43 CEST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-05-02 00:05:44,138 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Alex\Desktop\apache-activemq-5.15.12\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:05:44,199 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-05-02 00:05:44,291 | INFO  | PListStore:[C:\Users\Alex\Desktop\apache-activemq-5.15.12\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-05-02 00:05:44,528 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62593-1588370744307-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:05:44,551 | INFO  | Listening for connections at: tcp://DESKTOP-4K7HNL3:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:05:44,554 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:05:44,560 | INFO  | Listening for connections at: amqp://DESKTOP-4K7HNL3:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:05:44,563 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:05:44,571 | INFO  | Listening for connections at: stomp://DESKTOP-4K7HNL3:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:05:44,574 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:05:44,583 | INFO  | Listening for connections at: mqtt://DESKTOP-4K7HNL3:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:05:44,586 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:05:44,594 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2020-05-02 00:05:44,677 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2020-05-02 00:05:44,828 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@535779e4{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-05-02 00:05:44,891 | INFO  | Listening for connections at ws://DESKTOP-4K7HNL3:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-05-02 00:05:44,894 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:05:44,896 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62593-1588370744307-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:05:44,899 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:05:44,902 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\Alex\Desktop\apache-activemq-5.15.12\bin\..\data\kahadb only has 80443 mb of usable space. - resetting to maximum available disk space: 80443 mb | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:05:45,724 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-05-02 00:05:45,726 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-05-02 00:12:38,417 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62593-1588370744307-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-21
2020-05-02 00:12:38,429 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:12:38,439 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:12:38,447 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:12:38,456 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:12:38,469 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:12:38,477 | INFO  | PListStore:[C:\Users\Alex\Desktop\apache-activemq-5.15.12\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-21
2020-05-02 00:12:38,479 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-21
2020-05-02 00:12:38,490 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-21
2020-05-02 00:12:38,494 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-21
2020-05-02 00:12:38,517 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62593-1588370744307-0:1) uptime 6 minutes | org.apache.activemq.broker.BrokerService | Thread-21
2020-05-02 00:12:38,521 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62593-1588370744307-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-21
2020-05-02 00:12:38,523 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@5f341870: startup date [Sat May 02 00:05:43 CEST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-21
2020-05-02 00:12:50,888 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@5f341870: startup date [Sat May 02 00:12:50 CEST 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-05-02 00:12:52,101 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Alex\Desktop\apache-activemq-5.15.12\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:12:52,177 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-05-02 00:12:52,279 | INFO  | PListStore:[C:\Users\Alex\Desktop\apache-activemq-5.15.12\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-05-02 00:12:52,559 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62607-1588371172299-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:12:52,587 | INFO  | Listening for connections at: tcp://DESKTOP-4K7HNL3:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:12:52,590 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:12:52,598 | INFO  | Listening for connections at: amqp://DESKTOP-4K7HNL3:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:12:52,602 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:12:52,612 | INFO  | Listening for connections at: stomp://DESKTOP-4K7HNL3:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:12:52,617 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:12:52,623 | INFO  | Listening for connections at: mqtt://DESKTOP-4K7HNL3:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-05-02 00:12:52,631 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:12:52,641 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2020-05-02 00:12:52,745 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2020-05-02 00:12:52,936 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@535779e4{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-05-02 00:12:53,011 | INFO  | Listening for connections at ws://DESKTOP-4K7HNL3:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-05-02 00:12:53,015 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-05-02 00:12:53,017 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62607-1588371172299-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:12:53,020 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:12:53,023 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: C:\Users\Alex\Desktop\apache-activemq-5.15.12\bin\..\data\kahadb only has 80443 mb of usable space. - resetting to maximum available disk space: 80443 mb | org.apache.activemq.broker.BrokerService | main
2020-05-02 00:12:53,987 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-05-02 00:12:53,988 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-05-02 00:50:18,215 | INFO  | Apache ActiveMQ 5.15.12 (localhost, ID:DESKTOP-4K7HNL3-62607-1588371172299-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-21
2020-05-02 00:50:18,220 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:50:18,222 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-21
2020-05-02 00:50:18,222 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: amqp://0.0.0.0:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600
